اب	أب,آب,أَبّ,أَب,إِبّ
الكوافر	NEWMORPH
الكور	كُورَة,كُور
الكوفة	كُوفَة
الكوكبية	كَوْكَبِيّ
الكولة	NEWMORPH
الكويرة	NEWMORPH
الكويفة	NEWMORPH
اللاءة	NEWMORPH
اللاب	NEWMORPH
اللابتان	NEWMORPH
اللات	NEWMORPH
اللاذقية	لاذِقِيَّة
اللار	NEWMORPH
اللان	NEWMORPH
اللبا	NEWMORPH
اللبادين	NEWMORPH
اللبان	لَبِنَة,لُبان,لَبّان,لَبَن,لِبان,لُبانَة
اللبد	لِبْدَة,لُبَد,لِبْد,لَبِد,لَبَد
اللبنتان	لِبْنَة,لِبْن
اللبيين	NEWMORPH
اللجاة	NEWMORPH
اللجم	لِجام,لَجْم
اللجون	NEWMORPH
اللحيان	لَحْي
اللخ	NEWMORPH
اللدمان	NEWMORPH
اللر	NEWMORPH
اللسان	لِسان
اللطاط	NEWMORPH
اللفاظ	NEWMORPH
اللقاطة	لُقاط
اللقيطة	لَقِيط
اللكاك	NEWMORPH
اللكام	NEWMORPH
اللكمة	لَكْمَة
اللمعية	NEWMORPH
اللهابة	NEWMORPH
اللهاله	NEWMORPH
اللهباء	NEWMORPH
اللهواء	NEWMORPH
اللهيب	لَهِيب
اللهيماء	NEWMORPH
اللواسي	NEWMORPH
اللوالجان	NEWMORPH
اللوح	لَوْح
اللور	لُور
اللورجان	NEWMORPH
اللوزة	لَوْز
اللوزية	لَوْزِيّ
اللوقة	NEWMORPH
اللؤلؤة	لُؤْلُؤ
اللوى	لِوَى,لَوَى,لَيَّة
الليث	لَيْث
الليط	NEWMORPH
الليمة	NEWMORPH
اللين	لِين,لَيِّن
الماءتين	NEWMORPH
الماتمة	NEWMORPH
الماثب	NEWMORPH
الماثول	NEWMORPH
الماجل	ماجِل
المازحين	مازِح
المازمان	NEWMORPH
الماطرون	NEWMORPH
المالكية	مالِكِيَّة,مالِكِيّ
المامونية	NEWMORPH
المبارك	مُبارَك
المباركة	مُبارَكَة,مُبارَك
المباركية	NEWMORPH
المتثلم	مُتَثَلِّم
المتوكلية	NEWMORPH
المثاني	NEWMORPH
المثقب	NEWMORPH
المثل	مِثْل,مَثَل
المثلم	NEWMORPH
المثناة	مُثَنَّى
المجاز	مَجاز,مُجاز
المجازة	مُجاز
المجتبية	NEWMORPH
المجدية	مُجْدِي,مَجْدِيّ
المجرة	NEWMORPH
المجزل	NEWMORPH
المجمر	NEWMORPH
المجمعة	مُجَمَّع,مُجْمَع,مُجَمِّع
المجيث	NEWMORPH
المجيمر	NEWMORPH
المحاقرة	NEWMORPH
المحالب	NEWMORPH
المحجة	مَحَجَّة
المحدث	مُحْدَث
المحدثة	مُحْدَث
المحدود	مَحْدُود
المحرق	مَحْرَق,مُحَرِّق,مُحْرَق
المحرقة	مَحْرَقَة,مُحَرِّق,مُحْرَق
المحروم	مَحْرُوم
المحصب	NEWMORPH
المحضة	NEWMORPH
المحلبيات	NEWMORPH
المحلبية	NEWMORPH
المحلة	مَحَلَّة
المحمة	NEWMORPH
المحمديات	مُحَمَّدِيّ
المحمدية	مُحَمَّدِيّ
المحو	مَحْو
المحول	مُحَوِّل
المحيصر	NEWMORPH
المحيلية	NEWMORPH
المخا	مُخا
المخابط	مِخْبَط
المختار	مُخْتار
المختارة	مُخْتار
المخراف	NEWMORPH
المخرفين	مُخَرِّف
المخرم	مُخَرَّم
المخلدية	NEWMORPH
المخلفة	مُخَلَّف
المخمص	NEWMORPH
المخيم	مُخَيَّم
المدار	مَدار
المدان	مُدان
المدائن	مَدائِن,مَدِينَة
المدجج	مُدَجَّج
المدر	مُدِرّ,مَدَر
المدراء	مُدِير
المدراة	مِدْراة
المدرة	مُدِرّ,مَدَرَة,مِدْرَه,مِدْراة
المدركة	مُدْرِك
المدلاء	NEWMORPH
المدور	مُدَوَّر
المديبر	NEWMORPH
المديدان	مَدِيد
المذاد	NEWMORPH
المذار	NEWMORPH
المذارع	NEWMORPH
المذاهب	مَذْهَب
المذر	مَذِر,مَذَر
المذرى	مِذْرَى
المذنب	مُذَنَّب,مُذْنِب
المذيخرة	NEWMORPH
المر	مَرّ,مُرّ
المرابد	NEWMORPH
المراتب	مَرْتَبَة
المراح	مِراح,مُراح,مَراح
المراحضة	NEWMORPH
المرار	مِرار
المراض	NEWMORPH
المراضان	NEWMORPH
المراقب	مُراقَب,مِرْقَب,مُراقِب,مَرْقَب
المراكب	مَرْكَب
المران	مُرّ,مِران
المراوزة	NEWMORPH
المرايض	NEWMORPH
المرايغ	NEWMORPH
المربد	مُرَبَّد
المربع	مُرَبَّع,مَرْبَع
المربوع	مَرْبُوع
المرتاحية	NEWMORPH
المرتمى	NEWMORPH
المرختان	مَرِخ
المردات	NEWMORPH
المردمة	NEWMORPH
المرزى	NEWMORPH
المرسلية	مُرْسَلِيَّة
المرعدة	NEWMORPH
المرغاب	NEWMORPH
المرغابان	NEWMORPH
المرقب	مِرْقَب,مَرْقَب
المرقبة	مَرْقَب
المرقدة	مُرَقِّد
المرمى	مَرْمَى,مَرْمِيّ
المروان	مَرْوان
المروة	مُرُوَّة,مَرْوَة
المروت	NEWMORPH
المروحة	مِرْوَحَة
المرود	مِرْوَد
المرية	مُرْيَة
المريداء	NEWMORPH
المرير	مَرِير
المريرة	مَرِيرَة,مَرِير
المريزجان	NEWMORPH
المريسة	مَرِيسَة
المريسيع	NEWMORPH
المريط	مَرِيط
المزاج	مِزاج
المزاهر	مَزاهِر
المزة	لَمَز,مَزَّة
المزدرع	NEWMORPH
المزدقان	NEWMORPH
المزدلفة	NEWMORPH
المزرفة	NEWMORPH
المزهد	NEWMORPH
المزون	NEWMORPH
المزيرعة	NEWMORPH
المزيرين	NEWMORPH
المسات	NEWMORPH
المسامعة	NEWMORPH
المستجار	NEWMORPH
المستحيرة	NEWMORPH
المستراد	مُسْتَراد
المستريون	NEWMORPH
المستشرف	مُسْتَشْرَف
المستنج	NEWMORPH
المستوى	مُسْتَوَى,مُسْتَوِي
المسجدان	مَسْجِد
المسحاء	مَسِيح
المسد	مَسَد
المسرقانان	NEWMORPH
المسعودة	مَسْعُود
المسفلة	NEWMORPH
المسلح	مُسَلِّح,مُسَلَّح
المسمارية	مِسْمارِيّ
المسناة	مُسَنّاة
المسيب	NEWMORPH
المسيلة	مُسَيِّل,مُسِيل
المشارف	مَشْرَف
المشاش	NEWMORPH
المشافر	مِشْفَر
المشترك	مُشْتَرَك,مُشْتَرِك
المشرق	مُشْرِق,مَشْرِق
المشقر	NEWMORPH
المشقق	مُشَقَّق
المشلل	NEWMORPH
المشوكة	NEWMORPH
المشيرب	NEWMORPH
المصامة	NEWMORPH
المصامدة	NEWMORPH
المصانع	مَصْنَع
المصحبية	NEWMORPH
المصران	مُصِرّ,مَصِير
المصلى	مُصَلِّي,مُصَلَّى,مَصْلِيّ
المصنعتين	مُصَنِّع,مُصَنَّع
المصيخ	NEWMORPH
المصيصة	مَصِيص
المضاجع	مُضاجِع,مَضْجَع
المضارج	NEWMORPH
المضاعة	NEWMORPH
المضبيق	NEWMORPH
المضجع	مَضْجَع,مُضَّجَع
المضل	مُضِلّ
المضمار	مِضْمار
المضياح	NEWMORPH
المضياع	NEWMORPH
المضياعة	NEWMORPH
المضيح	NEWMORPH
المضيقة	NEWMORPH
المطابخ	مَطْبَخ
المطاحل	NEWMORPH
المطارد	مُطارِد
المطافل	NEWMORPH
المطالي	NEWMORPH
المطرية	مُطْرِي
المطلع	مُطَّلَع,مُطَّلِع,مَطْلَع
المطلى	NEWMORPH
المطهر	مَطْهَر,مُطَهِّر,مُطَهَّر
المعا	أَلْمَع
المعابل	NEWMORPH
المعانيق	NEWMORPH
المعدن	مُعَدِّن,مَعْدِن
المعرس	NEWMORPH
المعرسانيات	NEWMORPH
المعرف	NEWMORPH
المعرفة	مَعْرِفَة
المعرقة	مُعْرِق,مُعَرِّق,مُعَرَّق
المعركة	مَعْرَكَة
المعشوق	مَعْشُوق
المعصب	NEWMORPH
المعلاة	مُعَلَّى,مَعْلاة
المعمل	مَعْمَل
المعمورة	مَعْمُور
المعنية	مَعْنِيّ
المعي	مِعَى,أَلْمَعِيّ,أَلْمَع,مَعْي
المعينة	مُعَيَّن,مُعِين
المعيي	أَلْمَعِيّ,مُعْيِي,مُعْيَى
المغاسل	مَغْسَل
المغرب	مَغْرِب,مُغَرَّب
المغسل	مِغْسَل,مَغْسَل
المغسلة	مَغْسَلَة,مِغْسَلَة
المغمس	NEWMORPH
المغنقة	NEWMORPH
المغيث	مُغِيث
المغيثة	NEWMORPH
المغيزل	NEWMORPH
المفترض	مُفْتَرَض
المفجر	NEWMORPH
المقاد	NEWMORPH
المقاعد	مَقْعَد
المقام	مَقام,مِقَمَّة,مُقام
المقترب	مُقْتَرِب
المقدس	مَقْدِس,مُقَدِّس,مُقَدَّس
المقدسة	مُقَدِّس,مُقَدَّس
المقر	مَقَرّ
المقرانة	NEWMORPH
المقس	NEWMORPH
المقشعر	مُقْشَعِرّ
المقطعة	مُقْطَع,مُقَطَّع,مُقْطِع
المقطم	مُقَطَّم
المقنعة	مُقَنَّع,مُقْنِع
المقياس	مِقْياس
المقيلة	NEWMORPH
المكتب	مَكْتَب
المكسر	مَكْسِر,مُكَسَّر
الملا	مُلّا
الملبط	NEWMORPH
الملة	مِلَّة,مُلَّة,مَلَّة,مَلّ
الملتزم	مُلْتَزِم,مُلْتَزَم
الملك	مَلِك,مِلْك,مُلْك
الملم	لَمْلَم,مُلِمّ
الملوحة	مُلَوِّحَة,مُلُوحَة
المليل	NEWMORPH
الممالح	مَمْلَحَة
الممدور	NEWMORPH
الممنع	NEWMORPH
الممهمى	NEWMORPH
المنارة	مَنار
المنازل	مَنْزِلَة,مَنْزِل,مُنازِل
المناشك	NEWMORPH
المناصب	مَنْصِب,مِنْصَب
المناصع	NEWMORPH
المناصف	NEWMORPH
المناظر	مُناظِر,مَنْظَر,مَنْظَرَة
المناعة	مَناعَة
المناقب	مَنْقَبَة,مَناقِب
المنتضى	NEWMORPH
المنتهب	NEWMORPH
المنتهبة	NEWMORPH
المنجشانية	NEWMORPH
المنحاة	NEWMORPH
المندى	مُنَدَّى
المنشار	مِنْشار
المنشية	NEWMORPH
المنصحية	NEWMORPH
المنصرف	مُنْصَرِف,مُنْصَرَف
المنصف	مُنَصِّف,مُنْصِف
المنصلية	NEWMORPH
المنصورة	مَنْصُور,مَنْصُورَة
المنضحية	NEWMORPH
المنطبق	NEWMORPH
المنفطرة	NEWMORPH
المنقدة	NEWMORPH
المنقدية	NEWMORPH
المنقوشية	NEWMORPH
المنقى	NEWMORPH
المنكب	مَنْكِب,مُنْكَبّ
المنكدر	NEWMORPH
المنهى	مَنْهِيّ,مُنْهِي
المنيب	مُنِيب
المنيطرة	NEWMORPH
المنيف	مُنِيف
المنيفة	مُنِيف
المهجم	NEWMORPH
المهدي	مُهْدِي,مَهْدِيّ,مُهْدَى
المهدية	مُهْدِي,مَهْدِيّ
المهراس	مِهْراس
المهزم	NEWMORPH
الموازج	NEWMORPH
المواسل	NEWMORPH
المواقر	NEWMORPH
المؤتفكة	NEWMORPH
الموثج	NEWMORPH
الموجب	مُوجِب,مُوجَب
الموشية	NEWMORPH
الموصل	مُوَصِّل,مَوْصِل
الموصلان	مُوَصِّل
الموفقي	NEWMORPH
الموفيات	NEWMORPH
الموفية	NEWMORPH
الموقعة	مُوَقَّع,مَوْقَعَة,مُوَقِّع
الموقف	مَوْقِف,مُوَقَّف
الموقق	NEWMORPH
المولة	NEWMORPH
المونسة	NEWMORPH
المونسية	NEWMORPH
المويقع	NEWMORPH
الميان	مَيّان
المياه	ماء
المئبر	مِئْبَر
الميدان	مَيْدان
الميطور	NEWMORPH
الميكعان	NEWMORPH
الميماس	NEWMORPH
المينا	آلَم,مِينا,أَلَم
النار	نار
النازية	نازِيّ
الناصرة	ناصِرَة,ناصِر
الناصرية	ناصِرِيَّة,ناصِرِيّ
الناعم	ناعِم
الناووسة	NEWMORPH
الناوية	NEWMORPH
النائع	NEWMORPH
النباء	NEWMORPH
النباج	NEWMORPH
النباريس	نِبْراس
النباع	NEWMORPH
النباوة	NEWMORPH
النبك	NEWMORPH
النبوك	NEWMORPH
النبي	نَبِيّ
النبيط	NEWMORPH
النبيطاء	NEWMORPH
النبيعة	NEWMORPH
النبيلة	نَبِيلَة,نَبِيل
النتاءة	NEWMORPH
النجارة	نِجارَة,نَجّار,نُجارَة
النجام	نَجّام
النجب	نَجْب
النجبة	نَجْب
النجد	نَجْد
النجف	نَجَف
النجفة	نَجَفَة
النجير	NEWMORPH
النجيل	نَجِيل
النجيمية	NEWMORPH
النحيزة	نَحِيزَة
النخر	نَخْر,نَخَر
النخوم	NEWMORPH
النخيل	نَخِيل,نَخْل
النخيلة	NEWMORPH
الندب	نَدَب,نَدْب
الندهة	NEWMORPH
الندوة	نَدْوَة,نُدُوَّة
الندي	نَدِيّ,نَدَى
النسار	NEWMORPH
النساسة	NEWMORPH
النسر	نَسْر
النسوخ	NEWMORPH
النسوع	NEWMORPH
النسير	NEWMORPH
النشاش	نَشّاش
النشناش	NEWMORPH
النصب	نَصْب,نُصْب,نَصَب
النصحاء	NEWMORPH
النصرية	NEWMORPH
النصع	NEWMORPH
النصيع	نَصِيع
النضارات	NEWMORPH
النضير	نَضِير
النطاق	نِطاق
النطوف	NEWMORPH
النظيم	NEWMORPH
النظيمة	NEWMORPH
النعمانية	NEWMORPH
النغل	نَغْل
النفيع	NEWMORPH
النفيعية	NEWMORPH
النفيق	NEWMORPH
النقاب	نَقّاب,نِقاب
النقار	نَقّار,نُقْرَة
النقبانة	NEWMORPH
النقر	نَقْر,نَقِر,نُقْرَة
النقرة	نَقْرَة,نَقِر,نِقْرَة,نُقْرَة
النقع	نَقْع
النقيب	نَقِيب
النقية	نَقِيّ
النقير	نَقِير
النقيرة	نَقِيرَة
النقيشة	NEWMORPH
النقيعة	NEWMORPH
النمار	NEWMORPH
النمارة	نَمّارَة
النمارق	نُمْرُق
النمرانية	NEWMORPH
النميلة	NEWMORPH
النهيب	NEWMORPH
النهيض	NEWMORPH
النوابة	NEWMORPH
النواش	NEWMORPH
النواصف	NEWMORPH
النواعص	NEWMORPH
النواقير	ناقُور
النوائح	نائِحَة
النيبطن	NEWMORPH
النير	نِير,نَيِّر
النيل	نِيل,نَيْل
الهاربية	NEWMORPH
الهاروني	NEWMORPH
الهارونية	NEWMORPH
الهاشمية	هاشِمِيّ
الهام	هامّ,هام,إِلْهام
الهامة	هامّ,هامَة,إِلْهام
الهان	إِلٰه
الهباءة	هَباء
الهباتان	NEWMORPH
الهبير	NEWMORPH
الهتاخ	NEWMORPH
الهتمة	NEWMORPH
الهتي	إِلٰه
الهتيل	NEWMORPH
الهجر	هَجْر
الهجران	NEWMORPH
الهجرة	هِجْرَة
الهجرين	NEWMORPH
الهجيرة	هَجِيرَة
الهدا	NEWMORPH
الهداة	هادِي
الهدار	هَدّار
الهدالة	NEWMORPH
الهدان	NEWMORPH
الهدبية	NEWMORPH
الهدة	هَدَّة,لَهَد-َ
الهدراء	NEWMORPH
الهدم	هَدْم
الهدملة	NEWMORPH
الهدية	هَدْيَة,هَدِيَّة
الهر	هِرّ
الهرار	NEWMORPH
الهرث	NEWMORPH
الهردة	NEWMORPH
الهرم	هَرَم,هَرِم
الهرماس	NEWMORPH
الهرمان	هَرَم,هَرِم
الهزار	هِزار
الهزاردر	NEWMORPH
الهزر	هَزْر
الهزم	هَزْم
الهزوم	NEWMORPH
الهزيم	هَزِيم
الهضيمية	NEWMORPH
الهطال	NEWMORPH
الهطالة	NEWMORPH
الهطيف	NEWMORPH
الهفة	لَهِف-َ
الهكارية	NEWMORPH
الهلية	NEWMORPH
الهم	آل,أَلْهَم,وَلِي-ِ,لَهِم-َ,هَمّ
الهماء	NEWMORPH
الهماج	NEWMORPH
الهمامية	NEWMORPH
الهمامين	هُمام,هَمّام
الهمج	هَمَج
الهنيما	NEWMORPH
الهوابج	NEWMORPH
الهواريون	NEWMORPH
الهوافي	NEWMORPH
الهور	هَوْر
الهويت	NEWMORPH
