##### MuCjam al-buldan 
الآبار	بِئْر
الحيل	حِيلَة,حَيْل
حيلة	حِيلَة,حَيْل
الحيمة	NOTFOUND
حيني	حَيّ-َ,حِين,حَيْن,حِينَ
حية	حَيّ-َ,حَيّ,حَيَّة
خابران	NOTFOUND
الخابران	NOTFOUND
خابوراء	NOTFOUND
الخابور	خابُور
خاجر	NOTFOUND
خاخ	NOTFOUND
خاخسر	NOTFOUND
خار	خار-ِ,خار
خاربان	خارِب
خارجة	خارِجَ,خارِجَة,خارِج
الخارف	NOTFOUND
خارزنج	NOTFOUND
خارك	خار-ِ,خار
خازر	NOTFOUND
خاست	خاس-ِ
خاشت	NOTFOUND
خاشتي	NOTFOUND
خاشك	NOTFOUND
خاص	خاصّ
الخافقين	خافِق
الخافقان	خافِق
خاكساران	NOTFOUND
خاكة	NOTFOUND
خالبرزن	NOTFOUND
خالداباذ	NOTFOUND
الخالدية	خالِدِيَّة
خالد	خالِد
الخال	خال
خالة	خالّ,خالَة,خال-َ,خال
خامر	خامَر
خانجاه	NOTFOUND
خانسار	NOTFOUND
خانق	خانِق,خانَق
الخانقان	خانِق
الخانقة	خانِق
خانقين	خانِق
الخانوقة	NOTFOUND
خان	خان
خانيجار	NOTFOUND
خاور	NOTFOUND
خاوران	NOTFOUND
خاوس	NOTFOUND
الخائع	NOTFOUND
الخائعان	NOTFOUND
خبء	NOTFOUND
الخبار	NOTFOUND
خبائر	NOTFOUND
خباش	NOTFOUND
خباق	NOTFOUND
خبان	خَبّ
الخب	خَبّ
خبت	خَبا,خاب-ِ,خَبّ,خَبّ-َ
خبت	خَبا,خاب-ِ,خَبّ,خَبّ-َ
خبتع	NOTFOUND
خبجبة	NOTFOUND
خبج	NOTFOUND
خبر	خَبُر,خُبَر,خَبَر,خَبَّر
خبرة	خِبْرَة,خَبُر,خُبَر,خَبَر,خَبَّر
خبرين	خَبَر
خبزة	خَبَز-ِ,خُبْز
الخبط	خَبْط,لَخْبَط
خبق	NOTFOUND
خبنك	خاب-ِ
خبوشان	NOTFOUND
الخبيء	NOTFOUND
خبة	خَبّ,خَبّ-َ
خبيب	خَبِيب
خبيت	NOTFOUND
الخبيرات	خَبِير
الخبيص	خَبِيص
خبي	خَبّ
الخبي	NOTFOUND
ختا	NOTFOUND
خت	NOTFOUND
خترب	NOTFOUND
ختلان	NOTFOUND
الختل	خَتْل
ختن	خَتْن,خَتَن-ِ
ختى	NOTFOUND
الخثماء	NOTFOUND
خجادة	NOTFOUND
خجستان	NOTFOUND
خجندة	NOTFOUND
خدا	خَدّ
خداباذ	NOTFOUND
خداد	NOTFOUND
خدار	NOTFOUND
خدد	NOTFOUND
خدعة	خُدْعَة,خَدْع,خَدَع-َ
خدفران	NOTFOUND
الخدود	خَدّ
خدوراء	NOTFOUND
خديسر	NOTFOUND
خديمنكن	NOTFOUND
خذابان	NOTFOUND
خذارق	NOTFOUND
خذام	NOTFOUND
خذاند	NOTFOUND
خذقدونة	NOTFOUND
الخذوات	NOTFOUND
خذيفة	NOTFOUND
خراب	خَراب
خراجرى	NOTFOUND
خرادين	NOTFOUND
الخرار	NOTFOUND
الخرارة	NOTFOUND
خراسان	خُراسان
خراسكان	NOTFOUND
خراص	خَرّاص
خرانديز	NOTFOUND
الخرانق	خِرْنِق
خرب	خَرِب,خَرِب-َ,خَرَب-ِ,خَرَّب
خرب	خَرِب,خَرِب-َ,خَرَب-ِ,خَرَّب
خربا	خَرِب,خَرِب-َ,خَرَب-ِ,خَرَّب
خربتا	خَرِب,خَرِب-َ,خَرَب-ِ,خَرَّب
الخربة	خَرِب,خُرْبَة
خرتبرت	NOTFOUND
خرتنك	خَرَت
خرتير	NOTFOUND
الخرجاء	NOTFOUND
خرجان	NOTFOUND
الخرجان	NOTFOUND
الخرج	خَرْج
خرجرد	NOTFOUND
خرجوش	NOTFOUND
خرجة	خَرْج,خَرَّج
خرخان	NOTFOUND
خر	خَرّ,خَرّ-ُِ,خُر
خرزة	خَرَز-ُِ,خَرَز
خرس	أَخْرَس,خَرَس,خَرِس-َ
خرستاباذ	NOTFOUND
الخرسي	NOTFOUND
خرشاف	NOTFOUND
خرشان	NOTFOUND
خرشكت	NOTFOUND
خرشنون	NOTFOUND
خرشنة	NOTFOUND
خرشيد	NOTFOUND
الخرصان	خِرْص
خرطط	NOTFOUND
خرعون	NOTFOUND
خرغانكث	NOTFOUND
الخرقاء	أَخْرَق
خرقان	NOTFOUND
خرقانة	NOTFOUND
خرق	أَخْرَق,خِرْقَة,خَرْق,خَرَق-ُِ
خركن	خَرّ
خركوش	NOTFOUND
الخرماء	NOTFOUND
خرماباذ	NOTFOUND
خرماروذ	NOTFOUND
خرمان	خَرْم,خُرْم
الخرمق	NOTFOUND
خرملاء	NOTFOUND
خرم	خَرْم,خَرَم-ِ,خُرْم,خَرَّم
خرمة	خَرْم,خَرَم-ِ,خُرْم,خَرَّم
خرميثن	NOTFOUND
خرنباء	NOTFOUND
خرن	خار-ِ,خار
خرنق	خِرْنِق
خروب	خَرُّوب
الخروبة	خَرُّوبَة
خرور	خُرُور
خرورنج	NOTFOUND
خرون	NOTFOUND
الخريبة	NOTFOUND
خريبة	NOTFOUND
الخريجة	خِرِّيج
خرير	خَرِير
الخريري	NOTFOUND
الخريزة	NOTFOUND
خريشيم	NOTFOUND
خريق	NOTFOUND
خريم	NOTFOUND
خزار	NOTFOUND
خزاز	NOTFOUND
خزاق	NOTFOUND
خزالى	NOTFOUND
الخزامين	NOTFOUND
خزام	خِزام
خزاند	NOTFOUND
خزب	NOTFOUND
خزبة	NOTFOUND
خزر	خَزَر
الخزف	خَزَف
خزمان	NOTFOUND
خزوان	NOTFOUND
خزوزى	خُزُوز
خزيبة	NOTFOUND
الخزيمية	NOTFOUND
خساف	NOTFOUND
خست	خَسّ-َ,خَسّ,خاس-ِ
خسراباذ	NOTFOUND
خسراهاباذ	NOTFOUND
خسراوية	NOTFOUND
خسروجرد	NOTFOUND
خسروسابور	NOTFOUND
خسروشاه	NOTFOUND
خسفين	NOTFOUND
الخسمة	NOTFOUND
خشا	خَشّ
خشاب	NOTFOUND
خشاخش	NOTFOUND
الخشارم	NOTFOUND
خشاش	خِشاش
الخشاشة	NOTFOUND
خشاغر	NOTFOUND
الخشال	NOTFOUND
خشاورة	NOTFOUND
الخشباء	NOTFOUND
خشبان	NOTFOUND
خشب	خَشَب,خَشَّب
الخشبي	خَشَبِيّ
الخشبية	خَشَبِيّ
الخشرب	NOTFOUND
خشرتي	NOTFOUND
الخشرمة	NOTFOUND
خش	خَشّ
خشعان	NOTFOUND
خشكرد	NOTFOUND
خشكروذ	NOTFOUND
خشك	خَشّ
خشمنجكث	NOTFOUND
خشميثن	NOTFOUND
خشن	أَخْشَن,خَشَّن,خَشِن,خَشُن
خشوب	NOTFOUND
خشوفغن	NOTFOUND
خشوننجكث	NOTFOUND
خشيبة	NOTFOUND
خشينان	NOTFOUND
خشينديزه	NOTFOUND
خشين	خَشِي-َ,خَشَّى
خصا	خَصّ,خُصّ
الخصاصة	خَصاصَة,خَصاص
الخصافة	NOTFOUND
خصر	خَصِر-َ,خَصْر
الخص	لَخَّص,خَصّ,خُصّ
خصفى	NOTFOUND
خصلة	خَصْلَة,خُصْلَة
الخصوص	خُصُوص
الخصوف	NOTFOUND
الخصيتان	خُصْيَة
خصيل	NOTFOUND
الخصي	خَصِيّ,خُصْيَة
خضاب	خِضاب
الخضارم	خِضْرِم
خضراء	أَخْضَر
الخضر	خَضِر,خُضْرَة,خُضْر
خضرمة	خِضْرِم
الخضرمة	NOTFOUND
خضرة	خَضَّر,خَضِر,خُضْرَة
خضلات	خَضِل
الخضمات	NOTFOUND
خضمان	خِضَمّ
خضم	خِضَمّ,خَضَم-ِ
خضوراء	NOTFOUND
الخضيرية	NOTFOUND
خطى	خَطَّى,خَطْوَة,خَطِّيّ,خَطّ
الخطابة	خَطابَة,خِطابَة
الخطامة	NOTFOUND
الخطائم	NOTFOUND
خطرنية	NOTFOUND
الخط	خَطّ
الخطط	خُطَّة
خطم	خَطْم
خطمة	خَطْم
الخطمي	NOTFOUND
الخظا	NOTFOUND
خفاف	خَفِيف,خَفاف,خُفّ
خفان	خُفّان,خُفّ
خفتيان	NOTFOUND
خفتيذكان	NOTFOUND
خفدان	NOTFOUND
خفينن	NOTFOUND
خفية	خُفْيَة,خَفِيّ,خُفّ,خَفِيَّة
خكنجه	NOTFOUND
خلاد	NOTFOUND
خلار	NOTFOUND
خلاطا	خَلّاط
خلاط	خَلّاط
الخلاقى	NOTFOUND
خلال	خِلالَ,خِلال
الخلائق	خَلِيق
خلائل	NOTFOUND
خلبتا	خَلَب,خَلَب-ِ
خلج	خَلِيج,خَلَج-ِ
خلخال	خَلْخال
الخلد	خَلَد,خُلْد
الخلصاء	NOTFOUND
خلص	خَلَص,خالِص,خَلَّص
الخلصة	NOTFOUND
الخلقدونة	NOTFOUND
الخل	خَلّ
خلم	NOTFOUND
خلة	خَلَّة,خُلَّة,خَلّ
خليب	NOTFOUND
خليت	خَلَّى
الخليج	خَلِيج
الخليصاء	NOTFOUND
خليص	خَلِيص
الخليف	NOTFOUND
خليفة	خَلِيفَة
خليقة	خَلِيق
الخليقة	خَلِيق
خليقى	خَلِيق
الخليل	خَلِيل
خماء	NOTFOUND
خمار	خُمار,خَمّار,خِمار
خماساء	NOTFOUND
خماصة	NOTFOUND
خمان	NOTFOUND
خمايجان	NOTFOUND
خمخيسرة	NOTFOUND
خمرا	خَمْر,خَمَّر,خَمَر,خِمار
خمران	NOTFOUND
خمربرت	NOTFOUND
خمرك	خَمْر,خَمَّر,خَمَر,خِمار
خمطة	NOTFOUND
خمقاباذ	NOTFOUND
خمقرى	NOTFOUND
خمليخ	NOTFOUND
خم	خُمّ,خَمّ
خمة	خُمّ,خَمَّة,خَمّ
خميثن	NOTFOUND
خمير	خَمِير,خِمِّير
خميل	NOTFOUND
خناب	NOTFOUND
خناثا	خُنْثَى
خناجن	NOTFOUND
خناس	خَنّاس
خناصرة	خِنْصِر
الخنافس	خُنْفُس
خنامتى	NOTFOUND
خنبون	NOTFOUND
خنثل	NOTFOUND
خنجرة	خَنْجَر
خنداذ	NOTFOUND
خندروذ	NOTFOUND
الخندق	خَنْدَق
خندمة	NOTFOUND
خنزب	خَنْزَب
الخنزة	NOTFOUND
خنزج	NOTFOUND
خنزر	NOTFOUND
خنزرة	NOTFOUND
خنزير	خِنْزِير
خنعس	NOTFOUND
خنفر	خَنْفَر
الخنفس	خُنْفُس
خنفس	خُنْفُس
خنليق	NOTFOUND
الخنق	خَنْق
خنور	NOTFOUND
خنوقاء	NOTFOUND
الخنوقة	NOTFOUND
خنيس	NOTFOUND
الخنيفغان	NOTFOUND
خنية	NOTFOUND
خوار	خُوار,خَوّار
الخوار	خُوار,خَوّار
خوارج	خَوارِج
خوارزم	NOTFOUND
خواش	NOTFOUND
خواشت	NOTFOUND
خواف	خافِيَة,خَوّاف
خواقند	NOTFOUND
الخوان	خائِن,خَوّان,خُوان
الخوانق	خانِق,خُناق
خواية	NOTFOUND
خوابذان	NOTFOUND
خوجان	NOTFOUND
خود	NOTFOUND
خور	خَوْر,خَوِر-َ,خَوَر
الخور	خَوْر,خَوَر
خور	خَوْر,خَوِر-َ,خَوَر
خور	خَوْر,خَوِر-َ,خَوَر
خورزن	NOTFOUND
خورم	NOTFOUND
الخورنق	NOTFOUND
خوزان	NOTFOUND
خوز	NOTFOUND
الخوز	NOTFOUND
الخوزيون	NOTFOUND
خوزستان	خُوزِسْتان
خوزيان	NOTFOUND
خوست	خُوست
خوسر	NOTFOUND
خوش	NOTFOUND
خوشب	NOTFOUND
خوصاء	NOTFOUND
خوط	NOTFOUND
خوع	NOTFOUND
خولان	NOTFOUND
خولنجان	NOTFOUND
خومين	NOTFOUND
خونا	خَوَّن
خونت	خَوَّن
خونج	NOTFOUND
خونجان	NOTFOUND
خونيان	NOTFOUND
خو	NOTFOUND
الخوة	خُوَّة
خويث	NOTFOUND
خويلفة	NOTFOUND
الخويلاء	NOTFOUND
خوي	خَوَى-ِ,خَواء,خَوِي-َ,خُوَي
خيابر	NOTFOUND
خياذان	NOTFOUND
خيازج	NOTFOUND
خيارة	خَيْر,خِيار
الخيال	خَيّال,خَيال
خيام	خَيْمَة,خَيّام
خيبر	خَيْبَر
خيت	NOTFOUND
خيدب	NOTFOUND
خيدشتر	NOTFOUND
خير	خَيِّر,خَيْر,خَيَّر
خيران	خَوْر,خَيِّر
خير	خَيِّر,خَيْر,خَيَّر
خيرة	خَيِّر,خَيْر,خِيرَة,خَيَّر,خَيْرَة
خيرج	NOTFOUND
خيرة	خَيِّر,خَيْر,خِيرَة,خَيَّر,خَيْرَة
خيرين	خَيِّر
خيزاخزا	NOTFOUND
خيزار	NOTFOUND
الخيزران	NOTFOUND
الخيس	خَيْس
خيس	خَيْس
خيسار	NOTFOUND
خيسق	NOTFOUND
خيش	خَيْش
خيشان	NOTFOUND
خيصل	NOTFOUND
خيف	NOTFOUND
خيفق	NOTFOUND
خيقمان	NOTFOUND
خيلام	NOTFOUND
خيلع	NOTFOUND
خيل	أَخْيَل,خَيَّل,خَيْل
خيماء	NOTFOUND
خيم	خَيْمَة,خَيَّم,خِيم
خيمر	NOTFOUND
الخيمات	خَيْمَة
الخيمة	خَيْمَة
خينف	NOTFOUND
خين	NOTFOUND
خيوان	NOTFOUND
خيوق	NOTFOUND
دءاث	NOTFOUND
دآث	NOTFOUND
الدآل	NOTFOUND
داءة	داء
دابق	NOTFOUND
داثر	NOTFOUND
داثن	NOTFOUND
داجون	داجِي
دادم	NOTFOUND
داذوما	NOTFOUND
داراء	NOTFOUND
دارا	دار,دارا,دارّ
دارابجرد	NOTFOUND
دارتان	دارَة,دارّ
الدار	دار,دارّ
دار	دار,دارّ,دارِي
دارزنج	NOTFOUND
داركان	NOTFOUND
دارك	دارَك,دار,دارّ
داروما	NOTFOUND
الداروم	NOTFOUND
الدارة	دارَة,دارّ
دارة	دار,دارَة,دارّ
دارة	دار,دارَة,دارّ
داريا	دارِيّ,دارَى,دارِي
داسر	داسِر
داسن	NOTFOUND
داشيلوا	NOTFOUND
داعية	داعِي,داعِيَة
الدالية	دالِيَة
دامان	NOTFOUND
دامغان	دامِغ
الدام	NOTFOUND
داموس	NOTFOUND
دانا	دان-ِ
دانيث	NOTFOUND
دانية	دانِي
داور	داوَر
داوردان	NOTFOUND
داوودان	NOTFOUND
الداهرية	NOTFOUND
دايان	NOTFOUND
دبا	دَبّ-ِ,دُبّ
دباب	دَبّاب
دبالة	NOTFOUND
دباوند	NOTFOUND
دباها	دَبّ-ِ,دُبّ
دبثا	NOTFOUND
الدبر	دُبْر
دبر	دَبَّر,دَبَر,دُبْر
دبزن	NOTFOUND
دبزند	NOTFOUND
دبقا	دِبْق,دَبِق-َ,دَبَّق,دَبِق
دبل	دِبْلَة
دبوب	NOTFOUND
دبورية	دَبُّور
دبوسية	دَبُّوس
الدبة	دَبَّة,دُبّ
دبيثا	NOTFOUND
دبيرا	NOTFOUND
دبير	NOTFOUND
الدبيرة	NOTFOUND
دبيق	NOTFOUND
الدبيقية	NOTFOUND
دبيل	NOTFOUND
دثر	دِثار,دَثَّر,دَثَر
دثين	NOTFOUND
الدثينة	NOTFOUND
دجاكن	دَجا,دُجَى,دَجّ-ِ
دجرجا	NOTFOUND
دجلة	دَجْل,دَجَل,دَجَّل,دِجْلَة
الدجنتين	NOTFOUND
الدجنيتان	NOTFOUND
دجوج	NOTFOUND
دجوة	دَجا,دَجّ-ِ
دجيل	NOTFOUND
الدحادح	NOTFOUND
الدحائل	NOTFOUND
الدحرض	NOTFOUND
دحل	دَحَل
دحنا	NOTFOUND
دحوض	دُحُوض
الدحول	NOTFOUND
دحيضة	NOTFOUND
دحي	NOTFOUND
دخفندون	NOTFOUND
دخكث	NOTFOUND
دخل	دَخْل,دَخَل
دخلة	دُخْلَة,دَخْل,دَخَل,دُخَّلَة,دِخْلَة
دخميس	NOTFOUND
الدخول	دُخُول
دد	NOTFOUND
ددن	NOTFOUND
درابجرد	NOTFOUND
الدراج	دُرّاج
الدراجية	NOTFOUND
درادر	NOTFOUND
درإسفيد	NOTFOUND
دراورد	NOTFOUND
دربا	دَرِب-َ,دَرْب,دَرَّب
درباشيا	NOTFOUND
الدرب	دَرْب
درب	دَرِب-َ,دَرْب,دَرَّب
الدرب	دَرْب
دربند	NOTFOUND
دربيقان	NOTFOUND
درتا	دَرَى-ِ,دُرّ,دَرّ-ُِ
دربيشية	NOTFOUND
درخشك	NOTFOUND
درخيد	NOTFOUND
دردشت	دَرْدَش
در	دَرّ,دُرّ,دَرّ-ُِ
دردور	دُرْدُور,دَرْدُور
درزده	NOTFOUND
الدرزبينية	NOTFOUND
درزيجان	NOTFOUND
درزيو	NOTFOUND
درسينان	NOTFOUND
درعة	دِرْع,دَرَّع
درغان	NOTFOUND
درغم	NOTFOUND
درغوز	NOTFOUND
درغينة	NOTFOUND
درق	دَرَق
درقيط	NOTFOUND
دركجين	NOTFOUND
دركزين	NOTFOUND
الدرك	دَرِك,دَرَك
درك	دَرّ,دُرّ,دَرِك,دَرَّك,دَرَك
دركوش	NOTFOUND
درنا	دَرَن,دَرِن-َ,دَرّ,دُرّ,دار
درن	دَرَن,دَرِن-َ,دار
درنة	دَرَنَة,دَرَن,دار
دروازق	NOTFOUND
دروت	NOTFOUND
دروذ	NOTFOUND
الدروقرة	NOTFOUND
دروقة	NOTFOUND
درولية	NOTFOUND
دره	دَرّ,دُرّ,دِرَّة
الدرهمة	NOTFOUND
دريجة	NOTFOUND
دريجه	NOTFOUND
دريرات	NOTFOUND
الدريعاء	NOTFOUND
دزاه	NOTFOUND
دزباز	NOTFOUND
دزبز	NOTFOUND
دزق	NOTFOUND
دزمار	NOTFOUND
دسبندس	NOTFOUND
دستبى	NOTFOUND
دستجرد	NOTFOUND
دستميسان	NOTFOUND
دستوا	NOTFOUND
الدسكرة	دَسْكَرَة
دسمان	دَسِم
دسم	دَسَم,أَدْسَم,دَسِم
الدشت	دَشْت
دردشت	دَرْدَش
دشتك	دَشْت,دَشّ
دشتيه	NOTFOUND
دشنتة	دَشَّن
دشنى	دَشّ
دعان	NOTFOUND
دعانيم	NOTFOUND
دعتب	NOTFOUND
الدعجاء	أَدْعَج
دعمان	NOTFOUND
دعمة	دَعَم-َ,دِعْمَة,دَعَّم,دَعْم
دعنج	NOTFOUND
دغنان	NOTFOUND
دغوث	NOTFOUND
دفاق	دَفّاق
دفا	دَفّ,دَفّ-ِ,دُفّ
الدف	دَفّ,دُفّ
الدفن	دَفْن
الدفين	دَفّ,دَفِين,دُفّ
دفون	NOTFOUND
الدفينة	دَفِينَة,دَفِين
دقاتش	NOTFOUND
دقانية	NOTFOUND
دقدوس	NOTFOUND
دقران	NOTFOUND
دقرى	NOTFOUND
دقلة	دَقْل,دَقَل
دقهلة	NOTFOUND
دقوقاء	NOTFOUND
دكالة	NOTFOUND
الدكان	دُكّان
دكمة	NOTFOUND
الدكة	دِكَّة,دَكَّة
دلاص	NOTFOUND
دلاميس	NOTFOUND
دلاية	دَلّايَة
دلجة	NOTFOUND
دلغاطان	NOTFOUND
دلوث	NOTFOUND
دلوك	دَلّ,دَلُوك,دُلُوك,دَلْو,دَلَّى
دليجان	NOTFOUND
دما	دَم,دَمّ
الدماج	NOTFOUND
دماح	NOTFOUND
الدماخ	NOTFOUND
دمخ	NOTFOUND
دماط	NOTFOUND
دمامين	NOTFOUND
دمانس	NOTFOUND
دماوند	NOTFOUND
دمح	NOTFOUND
دمخ	NOTFOUND
دمدم	دَمْدَم
دمسيس	NOTFOUND
دمشق	دِمَشْق
الدمعانة	NOTFOUND
دمقرات	NOTFOUND
دمقش	NOTFOUND
دمقلة	NOTFOUND
الدملوة	NOTFOUND
دم	دَم,دَمّ
دمما	دَمَّم
دمندان	NOTFOUND
دمنش	NOTFOUND
دمنهور	دَمَنْهُور
دمنو	NOTFOUND
دمون	NOTFOUND
دميرة	دَمِيرَة
دمياط	دُمْياط
دميانة	NOTFOUND
دمينة	دَمِي-َ,دَمَّى
دمينكة	NOTFOUND
دنا	دَنا,دان-ِ
الدناح	NOTFOUND
الدنان	دِنان
دنباوند	NOTFOUND
دنجوية	NOTFOUND
دندانقان	NOTFOUND
دندرة	NOTFOUND
دندنة	دَنْدَن
دنديل	NOTFOUND
دنقلة	دُنْقُلَه
دن	دان-ِ
الدنان	دِنان
دنن	NOTFOUND
الدنن	NOTFOUND
دنوة	دُنُوّ,دَنَّى,دَنا
دنيسر	NOTFOUND
دوار	دُوار,دُوّار,دَوّار
الدواع	NOTFOUND
دواف	NOTFOUND
الدوانك	NOTFOUND
دوان	NOTFOUND
دوبان	NOTFOUND
الدوداء	NOTFOUND
دودان	NOTFOUND
دوران	دَوَران,دَوْر
دوران	دَوَران,دَوْر
دوران	دَوَران,دَوْر
الدور	دار,دَوْر
دورق	دَوْرَق
الدورق	دَوْرَق
دورقستان	NOTFOUND
دورقة	دَوْرَق
دوريست	NOTFOUND
دوسر	NOTFOUND
دوسركان	NOTFOUND
دوعن	NOTFOUND
دوغان	NOTFOUND
دوقرة	NOTFOUND
دوقة	دُوقَة,دُوق
دولاب	دُولاب
دولاب	دُولاب
دولان	دُولان
دولتاباذ	NOTFOUND
الدولعية	NOTFOUND
دوما	دَوْم,دَوَّم,دُوما
دومان	دُومان
دومة	دَوْم,دَوَّم
دومرية	NOTFOUND
دوميس	NOTFOUND
دومين	NOTFOUND
دونق	NOTFOUND
الدونكان	NOTFOUND
